full_text,kelas
Islam agamaku Toleransi jalan hidupku Radikal-Terorisme adalah musuhku. - - - #KateMiddleton #JISOO #LISA #BLACKPINK #SEVENTEEN #BTS #bhinnekatunggalika #instagramdown #tolakintoleransi #tolakradikalisme #tolakterorisme https://t.co/OSVChI3LFr,Positif
Kelompok Wahabi dengan platform media online dan akun dunia mayanya mrk selalu menebarkan Islam yang eksklusif keras intolerant dan tak mau menghargai perbedaan. Wajah Islam yang mereka bangun penuh dg tindakan-tindakan yang radikal.,Negatif
@petitestardust Ini salah satu dampak buruk pemerintah yg demonisasi agama dan kepercayaan lain (terutama Islam) Nilai-nilai moral sudah makin bergeser Kalau ada teguran ttg ajaran agama yg salah selalu dibilang radikal Padahal negara yg katanya dasarnya itu Pancasila. 1/n,Negatif
@CNNIndonesia Pasti itu Islam radikal atau teroris,Negatif
Brita kyk gini plg FAVORIT u/ genk ASU #TERORIS #ZIONIS #KOMUNIS #ISIS #RADIKAL BINaan tito penyembah china doll ASUhan SU JIN pink dari #Gurun GOBI tiongCOCK: @jokowi GARONG DanaHaji alumni @UGMYogyakarta PALSOE kyk @AntoAlif6 @Tita83079013 @kadrunmampos yg BENCI #Islam !! https://t.co/ur5yymfFRO,Negatif
@NeilZurong @Matahari_tmr Jgn lupa bro. Klo Islam dr arab kristen dr Israel Hindu dr India Budha dari Nepal. Klo dbilang Islam gak jelas dsini krn mayoritas. Jgn lupa hindhu mayoritas jg radikal di India. Budha jg msih perang sodara di Myanmar. Israel jg negara yg berdiri ditanah negara og.,Negatif
GIAT OPSUS INTELIJEN PARTISAN MILITAN RADIKAL EKSTREM KIRI NEO PKI DAN SEPILIS RADIKAL EKSTREMIS UNTUK MENCIPTAKAN SIKON GADUH RICUH DAN KONFLIK (HORIZONTAL) ADU DOMBA MEMECAH BELAH UMAT ISLAM DI NKRI MENJELANG PERALIHAN KEKUASAAN DARI JOKOWI SONTOLOYO KE WOWO GEMOY.,Negatif
@chanzyeolk @03__nakula @Aryprasetyo85 @cak_noel @dwioktariyadi @pn7l7h @kangwaqfi2 @tolakbigotnkri Ini bukan kecolongan memang aparat sndiri membolehkan Islam radikal. Islam moderat ga bakal bisa mengatasi Islam radikal. Apalagi aparatnya takut ulama. ,Negatif
@AghaarXx Udah ditahap capek dan eneg sih tapi kesel juga apa apa kalau ada pencalonan pemimpin baru ada aja selalu bawa2 islam kemarin dibilang radikal sekarang fasis religius karena budaya islamnya(???) dude apa bae ada budaya islam hhh capek tolong,Negatif
@fakenandi_an Pilpres tahun ini membuka mata kalo fanatisme kelompok anti islam itu jauh lebih kuat dibanding fanatisme kelompok yg dicap radikal. Uniknya sebagian dr mereka ktpnya islam bahkan ada yg hobinya nambang.,Negatif
@timellcome @LoudMinorities Yang radikal itu justru Islam. Lihatlah para imigran Muslim di Eropa,Negatif
Ideologi takfiri salafi wahabi adalah pintu gerbang masuknya terorisme. Karena semua paham radikal takfiri yg mengatasnamakan dan membajak Islam dari kelompok salafi wahabi https://t.co/7rEUY8b5hA,Negatif
@Mundiwangi4 Jangan cari keributan terus. Nanti kalau umat islam marah di bilang radikal padahal anda tidak bisa jaga kelakuan anda sendiri,Negatif
Kamu ke ITB UNPAD UIN UPI deh bwang sarang gerakan Islam radikal doang warna mereka jg gampang ketebak banget malah gaperlu pake intel ,Negatif
@skydemiurge_arc @NainggolanGrup7 @sukaorek @Hakim3098 @akangpendi @CNNIndonesia Kamu kan nyamber replies saya. Reply saya ini jawaban dari kristen radikal Mario yg constantly menghina nabi islam.. Dan kamu datang2 merasa jadi korban ketika saya membalas hate speech nya Mario. Kamu bisa ubeg2 sosmed saya saya gak pernah hate speech ke agama lain atau,Negatif
@ilhampurnama887 @wijaya478 *jika NU diam : bukti moderat itu lemah dalam melawan Islam radikal *jika NU beraksi : Jangan merasa paling berhak memonopoli kebenaran https://t.co/WSu0GiYe8Z,Negatif
@38_radar @SoftWarNews Dari gaya bahasanya pasti Islam radikal pemuja HAM-ASS,Negatif
@38_radar @SoftWarNews Gaya bahasa Islam Radikal pasti ada kebun binatang,Negatif
@interisti2001 @wijaya478 Mencla-mencle apanya . Aku hanya ingin menunjukkan bahwa moderat itu lemah dalam melawan Islam radikal..,Negatif
Wkwkwk temen2 gw pada ikut ibadah di gereja gw aja gapernah gw ngomong begini karena gw tau betul niat mereka cuman buat toleransi gw ke masjid jg pada biasa aja islam radikal sih biasany yg komen begini ga bs liat org toleransi toleransi sedikit langsung yu bs yu ashadu ,Negatif
@dependentbeing Intinya mereka mau ganti branding islam radikal jadi fasis religius lah wong yang di sasar pasti yang berhubungan dengan islam koq,Negatif
@bnsphrxyzzz Islam moderat itu ga bisa mengatasi radikal.,Negatif
@DlRGANTARA @Dennysiregar7 Meding anak Bpk owi dong...presiden 2 periode tumpas paham Radikal teroris anak abah byk di susupi teroris sampe umat islam aje mayat nya di ancam klo ga pilih abah,Negatif
@ilhampurnama887 @wijaya478 Radical islam itu bagaikan ular. Dan Moderat Islam itu bagaikan rumput. Jadi Radikal Islam itu bagaikan ular yang ngumpet di rerumputan atau di segelintir kumpulan moderat Islam.,Negatif
@albhermanoaken @Seph_Bimo Anies itu liberal. Apa yg dia lakukan tidak relevan dalam hal ini. Dia dan kel. Islam Radikal saling memanfaatkan dan saling menunggangi. Sama seperti dengab Prabowo saat 2014 dan 2019.,Negatif
@albhermanoaken @Seph_Bimo Ada counter narasi di berbagai media termasuk medsos. Supaya orang tdk manut saja dan terprovokasi. Sudah saya bilang Anies itu bukan masalahnya. Masalahnya ada di pihak2 kel. islam radikal dan kelompok politik yg memanfaatkan islam radikal yg mau menunggangi Anies,Negatif
@JanggutRosul Ini sebenarnya hanya simplifikasi istilah aja. Islam abangan KTP dan Kejawen itu sebenarnya punya kesamaan.. mereka non syariah. Ini adalah perbedaan dengan Islam radikal dan moderat yang syariah.,Negatif
islam radikal siap ganyang jakarta waspadalahh wahai pribumi..... !!!!!!!,Negatif
@ahmed690007 Radikal islam,Negatif
@dependentbeing Patut di duga kata religius cuma kamuflase karena maksudnya adalah islam tp biar ga jadi musuh mayoritas radikal dikorbankanlah religiusitas yg lain selain islam.,Negatif
anies yg tdnya dibilang JIL skrg malah jd islam radikal character developmentnya ,Negatif
@ARSIPAJA Apa gak malu ya buzzer istana Ngata-ngatain Anies radikal suka nyangkutin ke isu agama Islam padahal merekanya juga suka mengangkat isu agama untuk kepentingan golongannya,Negatif
@tilehopper Organisasi islam juga diidentikan dg radikal radikul juga masih kuat,Negatif
@TakchiM @REVMAXXING isis endasmu.. orang islam melawan di bilang radikal dan teroris...norak,Negatif
@sukaorek @NainggolanGrup7 @Hakim3098 @akangpendi @CNNIndonesia Baru aja mau komentar hal yg sama. Ini bener2 Indonesia Cemas 2045. Kristen dan Islam menjadi saling radikal dan menjadi lebih meningkat sejak perang Israel Palestina 9 bulan terakhir. They get radicalized online dari akun2 Twitter juga YouTube.,Negatif
Fear mongering apa k0ntol...skrg krn udh meredup aka kegiatannya radikal islam krn dibubarin aja fpi sama hto jd keliatan lbh adem ayem.,Negatif
@paracecis08 Fear mongering apa k0ntol...skrg krn udh meredup aka kegiatannya radikal islam krn dibubarin aja fpi sama hto jd keliatan lbh adem ayem.,Negatif
@SurgaSavero @dependentbeing Padahal kalau islam sendiri emang harus 'radikal' karena emang harus kaffah (keseluruhan). Radikal disini konotasinya jadi jelek. Yang dipakai yang definisi Menggeser tatanan pemerintahan di kbbi.,Positif
@dependentbeing Nah!!!! mirip radikal islam ,Negatif
@gus_muslih Islam moderat tidak sanggup melawan Islam radikal cenderung malah ikut radikal.,Negatif
@arman_dhani 6 kata lucu yang bakal ada : Anies-Sohibul cuma buat orang Islam radikal,Negatif
@gagal_hijrah @Wienarko31 Terlihatkan ? Bahwa teroris radikal tsb yg masih dangkal pemahaman agamanya. Teroris bukan seorang ulama yg tawadhu. Teroris rata2 islam KTP dan yg suka kekerasan dan dicekoki amarah dan dendam.,Negatif
@adiguna___ @Cutes_Zee @achmadnas99 @tomahawkriders @bhre_wegker84 @kangwaqfi2 @wahabi92013848 @mustaintain2875 @BawonoRobert @musashi_masabi @Firanda_Andirja Itu fakta kebanyakan teroris itu salafy wahabi. Mereka sama2 menolak demokrasi dan ingin syariat islam. Karena demokrasi dianggap syirik mereka pakai teror dan kekerasan utuk mencapai tujuannya. Namun kami warga yg cinta NKRI menolak kelompok2 radikal dari kalangan manapun. https://t.co/mBOnX7FaH2,Negatif
@adiguna___ @Cutes_Zee @achmadnas99 @tomahawkriders @bhre_wegker84 @kangwaqfi2 @wahabi92013848 @mustaintain2875 @BawonoRobert @musashi_masabi Dan banyak juga Islam radikal yg pro ISIS. https://t.co/MxHrSmkVJ5,Negatif
Duit darimana? Islam abangan bukan narsistik yang suka cari hibah atau bayaran dari kelompok lain. Yang berjuang karena duit adalah: 1. Islam moderat yang dapat dana hibah dan tambang ratusan Miliar dari APBN. 2. Islam Radikal yang dapat dana dari Timteng Saudi dan Qatar. https://t.co/2WGtFwxM0s,Negatif
Jgn benci syariah tapi justru liberal-sekuler. Keblinger. Pancasila itu tidak fundamentalis-radikal tidak Sosialis-komunis tidak pula Liberal-Sekuler. Islam abangan itu melerang pakai hijab ya? Islamnya Liberal-Sekuler ya? Baru tahu saya. Abangan itu apa sih? ,Negatif
@LksmnLaksamana @BudiBukanIntel LOL. Pantes rame fearmongering islam radikal di medsos. Ternyata insentif dah cair,Negatif
@NainggolanGrup7 @THEGAMEA0806 @pickemp3k @heymusafir @CNNIndonesia Say what?! Kristen radikal ternyata lebih parah dari islam radikal https://t.co/6UOkCZBuEc,Negatif
akhirnya ada yg mempertanyakan ini entah knp seolah2 partai islam sensitif bgt di umat islam. dibilang radikal sampe membahayakan nyawa org juga engga framing aja biar umat islam benci sm hal2 berbau islam ckck,Negatif
@barubikinlol Pada bawa2 narasi negara2 Islam yg perang dll kea lu menstereotypes 1 agama semua pengikut nya radikal semua wkwkw itu coba lu tanya orang afghan atau Iran emg pada demen jadi negara fasis agamis? W yakin juga 100% warga nya pada gamau tinggal di negara mereka sendiri wkwkwkwkw,Negatif
@Kop15achet Dua2nya sama2 bikin sengsara terus saya ngambil contoh di luar karena jalurnya sama2. Sama2 menentang yg korup terus berkoalisi sama Islam fasis eh.... Dikibuli sama mereka sampai skrg. Gk mau revolusi tiga kali lawan dua diktatorisme dua nasionalis radikal &amp; yg Islam radikal,Negatif
@denismalhotra Klo dulu jaman Orde Baru orang dihipnotis dgn asal bukan antek komunis dan mreka rela kebebasannya dirampas korupsi merajalela. Skrg orang dihipnotis dgn asal bukan Islam radikal dan mreka rela kebebasannya dirampas korupsi merajalela,Negatif
@BudiBukanIntel Klo dulu jaman Orde Baru orang dihipnotis dgn asal bukan antek komunis dan orang rela kebebasannya dirampas korupsi merajalela. Skrg orang dihipnotis dgn asal bukan Islam radikal dan orang rela kebebasannya dirampas korupsi merajalela,Negatif
Expanding extremist groups in Islam tidak radikal Islam santun dan sejuk bersahabat. ALIRAN ISIS. bukan mereka pengikut Baginda Aliran yamg keras TIDAK ADA DItubuh MUSLIM. Africa fuel worries that they could attack the US or Western allies https://t.co/i3x5O5lbS2,Negatif
Radikal itu bukan hanya ngebom. Radikal itu sikap Intolerance ke agama lain contoh2 Radikal; picik aja ke agama lain. Di Indo ada kristen radikal dan islam radikal. Same shit different toilet. Perbanyak literasi.,Negatif
@NainggolanGrup7 @CNNIndonesia Radikal itu bukan ngebom. Radikal itu sikap Intolerance ke agama lain contoh2 radikal; picik aja ke agama lain. Di Indo ada kristen dan islam radikal,Negatif
mau pake isu yg mana nih ayok pilih. islam radikal? yaman? HTI? suriahkan jakarta? wahabi? wkwkwk,Negatif
@ronalkusut @lilikali11 @Ama_2300 @Tita83079013 yang gua penasaran kenapa lu bersikap kek gitu? lingkungan kah yang membuat lu kek gitu? orang ormas radikal kah yang membuat lu benci sama islam? masalahnya harus dicari tau dulu. landasan lu kesel sama islam kenapa?,Negatif
@yo2thok Pelakunya adalah islam radikal yg sngaja membuat onar negara rusia dan di timeline putin sedang berencana untuk menghabisi islam di negara rusia,Negatif
Ormas Islam baik yang radikal maupun moderat nggak akan bisa melakukannya. Mereka punya paradigma supremasi syariah. Cepat atau lambat mereka akan mensyariahkan NKRI meskipun sekarang mereka suka mengklaim paling Nusantara dan paling Moderat. ,Negatif
@Tita83079013 @jokowi Pembenci Islam ngga jauh2 dari narasi intoleran radikal anti pancasila.anti NKRI dll.......kelakuan busuk luuuh Basii Cil...Islam loyal sama negara Indonesia...dari dulu smpe detik ini...,Negatif
@BudiBukanIntel saya memilih kaesang karena beliau anak jokowi yang mana menyelamatkan saya dari fasis islam radikal,Negatif
@reltanahkusir Orang Muslim London yang stereotipnya lebih Radikal daripada yang di negara mayoritas Islam aja mayoritas asalnya dari negara IPB,Negatif
@cobeh2022 pakaian @grace_nat terlalu islam radikal bnget apa @psi_id dah terpapar ISIS?,Negatif
@PKSejahtera Jangan bangga akan kemenangan ingat partai PKS masih menjadi cercaan partai yg terafiliasi dengan ormas islam radikal jadi masih sulit menyerap pemilih diluar islam dan pemilih nasionalis. Kader anda terbaik didalam partai tapi belum tentu terbaik diluar partai.,Negatif
dia membuka aib masalah radikalisme islam bahwa baratlah pelakunya bahkan kejadian di Republik dagestan itu adalah kerjaan barat melihat 17 kali di NY melatih anak muda menjadi islam radikal palsu https://t.co/D7R3wu1CuW,Negatif
@Pancax3 @Syarifyuli3 @Tita83079013 Urusan palestin 100% bangsa lain kenapa jadi penghianat bangsa ?? Logikanya amburadul. palestin (hamas) radikal islam lain terbukti barbarik kok. Dan mereka jadi barbarik related dgn islam. Maka reaksi dunia kritik &amp; hina islam. muslim perbaiki islamlah maka hinaan sirna!,Negatif
Emang dasar false flag. Disaat Putin lagi caper ke negara islam dan komunitas muslim dunia ditambah belum lama ini doi bilang kalo islamophobia adalah bentuk rasisme tapi malah jd sasaran teror islam radikal. Kenapa coba ga head to head aja ama Israel atau serang USA sekalian?,Negatif
@jourondy89000 @Komjen_Langit @f_uthabarat Agama manapun ndak ada yg ngajarin ngebom bray.. Klo pun ada yg radikal itu bukan yang diajarkan si pembawanya. Baik itu Islam Budha ataupun Kristen. Yaa maaf kalo ada sodara kami yg salah tafsir dan jadi radikal krn kami jg menyayangkan hal tsb.,Positif
@BosPurwa Si paling benci ulama dan umat Islam Banyak muslim yg jd korban saat dia menjabat Saat dia menjabat klo ada latihan dan pendidikan pulisi selalu ceritanya ada pondok pesantren radikal yg harus di intai dan di serbu pulisi,Negatif
@immakhab @ABjodohComeback HEH NYADARRR KAU TU KRISTEN RADIKAL DI INDONESIA KAU CAMKAN KETIKAN KU INI PALESTINE ADALAH SAUDARA SEPERJUANGAN MATI KAMI SEBAGAI UMAT ISLAM JADI JDI JANGAN SAMPAI KAU MENGHINA2 TENTANG PALESTINA!!!!KAU BACA SEJARAH YAA KAUM OTEN KAYA KAU TU KANKER DI INDONESIA!!!,Negatif
@Mohadongu @nurbaut80 @Y_D_Y_P @sukolilo Ya ngapain Dagestan dikatain penghianat sejak perang chechnya pertama Dagestan gak terlibat di perang chechnya ke2 baru Dagestan terlibat karena militan chechnya menginvasi mereka org Dagestan membela diri dari serangan Islam radikal,Negatif
@ilhampurnama887 Sy lebih pro 100% tinggalkan islam/syariah dan lebih mengedapankan humanism dan spritial secara personal aja (privat) agama itu cuma buat bangsa ini terpecah. 85% artinya masih ada 15% yg kemungkinan suatu saat akan jadi radikal kembali. Jd lebih baik 100% tinggalkan,Negatif
@djadja222 @jafbtbr @menghanyurkan Kiri dan Kiri Liberal juga masih dendam (atau paling kurang tidak percaya) dgn Islam Tradisional krn jadi salah satu aktor utama pembantai zaman 65-66... padahal bibit-bibit kelompok islam radikal juga ikut membantai pada zaman itu,Negatif
@saidiman - sy sekedar ingin share video ttg Umar citra Islam positif disitu - mengulang2 issue Islam radikal berlebihan ketika yg terjadi tdk demikian malah buruk utk Indonesia kan â€ï¸ - pembunuh Ali ada faktor dendam jg terkait perang sebelumny jg demi wanita. https://t.co/fceDIM6f22,Negatif
@ceplukman26 @ajengcute16__ Ada bukti anying gw kelompok radikal anying gw tau lu gak suka sama islam. nyatakan perang anying jangan lu pikir gua orangnya gak nekad anying,Negatif
Dagestan dan upaya mempersepsikannya sebagai daerah Islam Radikal. Belum lama veteran perang WWII dari Dagestan ke Moscow dan minta dikirim ke medan perang dan mendapat penghargaan atas nasionalismenya. Upaya memecah Rusia memang sangat santer terdengar. Ukraina adalah fakta ,Negatif
@cobeh2022 ..benci islam tp pas lagi dapat jabatan or dekat2 pilkada mendadak cinta islam lupa dengan kata2 radikal radikul bahkan skrg yg dulunya pada benci habib rizieq sekarang mendadak cinta terlihat jelas klw munafik itu jahat dan pantas klw tempatnya didasar neraka,Negatif
2) Jadi selain diserang oleh kadrun gue juga diserang oleh kristen radikal. YES. Radikal Radikul gak hanya diasosiasikan ke Islam tapi juga Kristen. Khususnya di Indonesia. Same sh1t different toilet Kristen radikal di TL gue menyangkal kalau penyebab terrorism dan munculnya https://t.co/LUM1hYLt9v,Negatif
@heymusafir Ketika orang Islam mengkritik Qur'an bukan berarti dia radikal dan juga sebaliknya dengan agama lain! Karena pikiran lo masih mengadopsi ustad ustad di Indonesia. Mengkritik kepercayaan orang lain bukan berarti kita membuat kita radikal!,Positif
@heymusafir Lo ini adalah gambaran Islam fanatik dan radikal kayak Pakistan! Orang ngomongin Qur'an langsung ngecap radikal nih liat apa yang dibilang nervana btw dia muslim Egypt bukan ex muslim!. https://t.co/iQhCidw92W,Negatif
@izichann @yurie46121759 Kalau dia yg menghina2 nabi agama lain ngetroll dan hate speech nimbrung di komen2 di X itu gak pa-pa. Kristen Radikal dan Islam Radikal sama2 menjijikan.,Negatif
@heymusafir lo ini tipeÂ² Islam fanatik dan radikal yang mana kalo orang ngomongin Qur'an langsung ngamuk dan mau bunuh orang wkwk gak heran nabinya aja ngajarin gitu,Negatif
tidak pernah suka dengan islamo-fasis islam puritan islam revivalis islam radikal islamis atau apapun kau menyebutnya. tapi jika bisa menggunakan tangan mereka untuk menghantam jokowi why not? perkara kita saling hantam dengan islamo-fasis di ujung jalan itu soal lain.,Negatif
@fullmoonfolks Dari dulu kalian cuma ditipu sama media media pro pemerintah di obok2 sama isu sara di suap dengan fitnah Islam radikal. Biar kalian benci sama FPI dan habib riziq satu2 nya yg masih kritis terhadap rezim,Negatif
@MorphoMenelausX Jika prinsipnya lebih baik wiwi ketimbang sebarisan ma radikal islam ya resikonya nrimo kondisi sekarang. Ironisnya kritik ke oposisi itu pake standar nirwana yang sebenarnya dinasti jawir udah bejek2 standar itu sampe inti bumi. Mereka yg kritik oposisi lagi jd badut penguasa,Negatif
@MorphoMenelausX Nah gue setuju banget dengan ini. Seanjing2nya radikal dan puritan islam mereka adalah oposisi. Ga pegang kendali dan walau secara ideologi bertentangan dg gue mereka ga ngegerogotin duit gue. Kalo kritik mereka sebelum menjabat artinya melanggengkan dinasti jawir. But again---,Negatif
@Nicho_Silalahi @berkasih_m63350 @Dennysiregar7 Salut buat Nico Silalahi ! Begitulah cara anjing2 peking peliharaan China komunis buat mengkomuniskan Indonesia dgn cara2 membenci umat Islam yg memperjuangkan kebenaran dgn mencap RADIKAL .,Negatif
@gus_muslih @JohnBanting03 @PaijoKhentir @RefublikAteis @AsbabulKopi Sulit dibawa enjoy debat dengan akun islamophobia akan tetapi debat dengan islam radikal lebih menjengkelkan karena mereka gak bisa diajak pakai logika.,Negatif
@ilhampurnama887 Islam moderat itu kalah sama tafsir ulama dan cenderung nurut sama radikal.,Negatif
@aesculapiusw islam mengajarkn cari ilmu membaca trmasuk menghilangkan monarki itu bukan konservatisme tapi pembaharuan yg radikal. konservatisme skarang justru mengungkung prmpuan mndukung absolutisme (khilafah) mengagungkan hafalan... alias balik ke jaman jahiliyah.,Negatif
@yurie46121759 Ciri2 Kristen Radikal; menyesat2kan agama lain dan merasa paling super moral. Kristen radikal yg low literacy emang sebuah tragedy. Ha Ha. Kalau beropini based on data sampai saat ini Christianity masih pelaku genosida terbesar di dunia. Gimana engga sebelum muncul Islam pun https://t.co/Q5aykkRYAu,Negatif
@hayoguesiapa17 @AbidZikril62016 @NajiebSyed Udah nggak usah berantem agama samawi emang banyak yg radikal mau itu yahudi Kristen atau Islam.,Negatif
@jonnypengacara Cepat habis hamas. Maka akan cepat rekonsiliasi pemulihan perdamaina. Hamas habis. Tinggal hizbulloh . Pokoknya semua penganut islam radikal di basmi. Biar islam tak tercoreng oleh exstrimis2 yng justru merusak nama islam,Negatif
@BosPurwa Organisasi yg setiap hari cuma jualan isu radikal radikul berteriak kodran kadrun dan isu wahabi supaya dapat proyek dari pemerintah untuk memberantas semua itu. Organisasi yg rela menjadi tameng pemerintah dari kritikan umat Islam asalkan dapat jabatan dan dukungan finansial.,Negatif
@hayoguesiapa17 @AbidZikril62016 @NajiebSyed Pokoknya yg radikal buruk dll hanya islam bang bagi mereka,Negatif
@AbidZikril62016 sama halnya yang katanya pancasilais mau habisin islam radikal kan? beda posisi aja tapi spok nya sama,Negatif
Rupanya para petinggi agama islam yang radikal udah mulai di turunkan yah resolusinya. Hehehe. Lahirlah para habib baru yang bernafas mmenyatukan dan mendamaikan seperti yang dichannel deddy corbuzier. Terus Channel2 seperti endgame untuk sains believer totpol untuk politcs?,Negatif
@g_marheni21841 @ProfOnline_id Pastinya Israel telah memenangkan perang dan ikut menciptakan perdamaian dunia dengan menghabisi ORMAS Islam radikal,Negatif
@jcup2023 @ProfOnline_id Israel is the best bisa menjadikan dunia lebih damai kedepannya bila semua ormas Islam radikal di tiadakan,Negatif
@ProfOnline_id Baguslah kalau begitu dunia akan lebih damai dan aman tentunya semua sangat sekali Karena biang kekacauan dunia adalah ormas Islam radikal,Negatif
@NajiebSyed @AbidZikril62016 Menghina nama jokowi juga kan berkata kasar juga emang ulama harus begitu ya? Dia menyuruh membunuh orang kristen radikal d ajaran islam boleh membunuh ya? Setau saya orang kristen indonesia ngak ada yg radikal bahkan mereka korban pengeboman teroris,Negatif
@Dennysiregar7 Islam Moderat itu paling gampang di bawa ke radikal. Ini akibat agama dipakai politik dan nyari duit. ,Negatif
@erlanishere gak normal karena... islam radikal menyebar spt rabies dlingkungan minim islam aman-aman saja,Negatif
@Tita83079013 Wkwkwk tifa ini klo masuk islam pasti islam radikal soalnya dia pahamnya sampe situ doang. Di Islam ttg musik itu ada ulama yg membolehkan ada yg mengharamkan jdi ya selo bae contoh keraton Jogja itu kerjaan Islam dn dia nggk mengharamkan musik dn tetap dg akulturasi budaya,Positif
@fuckingdustbag Dulu 2016 dikataÂ²in islam radikal dan kadrun sm temanÂ² saya krn mengatakan apa yg Habib Rizieq omongkan itu bener semuanya . Alhamdulillah dah skrg manusia udah pada sadar walaupun ya uda telat juga....,Negatif
@archaeolonic @CarrotFromZouu @lejatbergiji_ @tersbia @RomitsuT Nicolas ini emang anti islam keknya lu ratain aja semuanya. Jangan merasa minoritas tersakiti ya lu kan pinter gunain otak udang lu buat rasio perbandingan mayoritas Indonesia sama mayoritas seluruh dunia gmna kejamnya biar lu sadar siapa yang paling Radikal dan intoleransi,Negatif
@RomitsuT Sebetulnya kemaren di penjarakan itu semua yg mendukung dia siap kejakarta kayak sudah siap jihad cuma nunggu komando HRS ini tpi dia ngademin pendukungnya. Gk kebayang klo nyerang pemerintahan islam bakal di goreng radikal sama media. Syukurnya gk kejadian.,Negatif
@fernando090993 @donkohoandeto @Mundiwangi4 Islam radikal bl00n yahudi tdk makan babi yahudi pake kerudung yesus ikut Itu bukan Dari Islam tolol itu ajaran yahudi. Islam rayakan paskah? Rayakan pondok daun? Ibdh d sinagogo?? Jawab blok,Negatif
HABIBIE YG CERDAS ISLAMI NASIONALIS TULEN GAK DISUKAI OLEH MAMARIKA DAN DIBENCI OLEH ORANG ORANG DAN KELOMPOK ANTI ISLAM (ISLAMPHOBIA RADIKAL MILITAN) DI AWAL REFORMASI 98 YG SANGAT MENDOMINASI PASCA SUHARTO MUNDUR#MOMENTUMEMASHILANGBERGANTIHITAMKELAMKARATREFORMASI98HINGGAKINI.,Negatif
@iwan_ikur @bachrum_achmadi Lambang tauhid di bakar di bilang radikal sok paling islam. Giliran lambang ormas ngaNU di edit dia marah marah Heleeeh kintil,Negatif
@bosunatiklama Radikal islam boom bro,Negatif
Coba dengarkan dua pembicaraan dari hati ke hati antara dua sepupu. Teduh. Dan kalau baca2 tweet kristen ekstremis di Indo ngayal Mamad dari keturunan Abraham. Gak ada hubungannya. Ngarang.. Gue kalau liat2 TL Indo kok suram bgt ya. Islam dan kristen sama aja radikal dan,Negatif
@AdamVelcro memang unik ya umat islam itu makin ditekan makin berdiri tegak. Di DN ditekan dg segala issue dari arab yaman radikal sampe teror hasilnya malah makin mengkristal militansinya. Di LN ada fenomena gaza yg mengundang simpati dari muslim dan non muslim di seluruh dunia.,Negatif
Benjamin Netanyahu: Setelah perang berakhir. Gaza Rafah &amp; Lebanon Selatan berada dibawah otoritas Israel &amp; dikendalikan penuh oleh Israel. Tidak ada pasukan tidak ada ormas islam radikal disana. https://t.co/072zCiNECh,Negatif
@bnsphrxyzzz agama islam cuma kadang saya berpikir ; perasaan knp muslim2 di ga di arab di indo ada aja yg radikal.. klo di ajak maju sulit di ajak perang paling depan.. perasaan kisah nabi yg gua baca ga ada tu sifat dan sikap yg ekstrim dan radikal kek skrg,Negatif
Gue gak tau kenapa orang Indo pada radikal gak islam gak kristen. Gue reverse culture shock.. Kelamaan gak gaul sama orang Indo i feel like an alien di negara gue sendiri. Lo belom pernah ketemu penganut Jain Sikhism dan banyak lagi. Kalau begini lo hanya anti islam aja. Gak,Negatif
Boleh saja sih baca narasi-narasinya Ahmet T. Kuru Mustafa Akyol Timur Kuran Montgomery Watt yang radikal revisionis sebagai pembanding dan pengetahuan saja. Setidaknya paham bagaimana nalar pikir Barat ketika menafsir Islam. Tapi kalau diyakini itu menjadi masalah.,Negatif
@abu_shahib97277 @ferrykoto membawaÂ² agama dalam politik malah di sanjung mengkafir kafirkan org lain malah di normalisasi. negara syariat islam?? bullshit.. paling isinya org beragama yg gila jabatan. islam itu damai jgn di propaganda dgn istilahÂ² radikal kalian.,Negatif
Turis seorang Islam bernama Mohammad Ismail/Qamar Aziz saat mengunjungi Pakistan utk liburan idul adha. Dia dibakar hidup-hidup oleh Islam radikal atas tuduhan menista Alquran dgn cara dibakar disalah satu hotel tempat penginapannya. Investigasi tidak menemui satu bukti apapun. https://t.co/fAo69ZAgd8,Negatif
@zaynkhalifah @YOI_BOR @erlanishere Gimana gak Islamophobia di Eropa itu Islam pada radikal semua Dan ekstremis. Di Amerika juga. Siapa yang gak mau benci Islam. Banyak kejahatan dilakukan oleh imigran Islam ilegal di Eropa,Negatif
@gagal_hijrah Islam moderat itu rawan jadi radikal itu akibat kesalahan ulama sendiri.,Negatif
@5teV3n_Pe9eL ASABRI yg punya TENTARA aja BABLAS d rejim ini.. Apalagi ZAKAT ama ONH... UMMAT ISLAM.itu PEMAAF sih.. Di CAP RADIKAL aja pasrah kok.. ,Negatif
yg sebenarnya. Jika disini ada kelompok islam radikal yg menuduh pemerintah itu batil dan menyerukan bughot (pemberontakan) sbg jihad syar'i itu dusta. Jgn termakan dan laporkan. Emangnya disini azan shalat dan jumatan dilarang? masjid ditutup? Kt diusir dari tanah air ?,Positif
@hamdanairdrop @PaijoKhentir iya soalnya cuma Islam yang membahayakan banyak orang dari 3 serangkai agama samawi cuma Islam yang radikal,Negatif
@tempodotco Smkin jadi jga KKN KPK dilemahkan. Kalian bgus berantas islam radikal tpi stop buat sewenang-wenang nya,Negatif
