full_text,kelas,cleaned_text,lower_text,tokens,no_stopwords,stemmed_tokens,processed_text
@Rusli78880205 @heymusafir @skinnyfolk @kegblgnunfaedh Tolol.. Yg bikin islam itu dobenci itu manusia radikal kayak lo membantai sambil teruak allahuakbar. Dasar pendulung teroris. Di Saudi aja lo mendulung Hamas bisa masuk penjara begok,Negatif,    Tolol Yg bikin islam itu dobenci itu manusia radikal kayak lo membantai sambil teruak allahuakbar Dasar pendulung teroris Di Saudi aja lo mendulung Hamas bisa masuk penjara begok,    tolol yg bikin islam itu dobenci itu manusia radikal kayak lo membantai sambil teruak allahuakbar dasar pendulung teroris di saudi aja lo mendulung hamas bisa masuk penjara begok,"['tolol', 'yg', 'bikin', 'islam', 'itu', 'dobenci', 'itu', 'manusia', 'radikal', 'kayak', 'lo', 'membantai', 'sambil', 'teruak', 'allahuakbar', 'dasar', 'pendulung', 'teroris', 'di', 'saudi', 'aja', 'lo', 'mendulung', 'hamas', 'bisa', 'masuk', 'penjara', 'begok']","['tolol', 'yg', 'bikin', 'islam', 'dobenci', 'manusia', 'radikal', 'kayak', 'lo', 'membantai', 'teruak', 'allahuakbar', 'dasar', 'pendulung', 'teroris', 'saudi', 'aja', 'lo', 'mendulung', 'hamas', 'masuk', 'penjara', 'begok']","['tolol', 'yg', 'bikin', 'islam', 'dobenc', 'manusia', 'radik', 'kayak', 'lo', 'membantai', 'teruak', 'allahuakbar', 'dasar', 'pendulung', 'terori', 'saudi', 'aja', 'lo', 'mendulung', 'hama', 'masuk', 'penjara', 'begok']",tolol yg bikin islam dobenc manusia radik kayak lo membantai teruak allahuakbar dasar pendulung terori saudi aja lo mendulung hama masuk penjara begok
@AsbabulKopi Sekte baru? Islam justru mengembalikan ajaran Isa Almasih AS yang diubah secara radikal menjadi ajaran Kristen oleh Paulus ke versi aslinya. https://t.co/u5Tzs4mUO2,Positif, Sekte baru Islam justru mengembalikan ajaran Isa Almasih AS yang diubah secara radikal menjadi ajaran Kristen oleh Paulus ke versi aslinya , sekte baru islam justru mengembalikan ajaran isa almasih as yang diubah secara radikal menjadi ajaran kristen oleh paulus ke versi aslinya ,"['sekte', 'baru', 'islam', 'justru', 'mengembalikan', 'ajaran', 'isa', 'almasih', 'as', 'yang', 'diubah', 'secara', 'radikal', 'menjadi', 'ajaran', 'kristen', 'oleh', 'paulus', 'ke', 'versi', 'aslinya']","['sekte', 'islam', 'mengembalikan', 'ajaran', 'isa', 'almasih', 'as', 'diubah', 'radikal', 'ajaran', 'kristen', 'paulus', 'versi', 'aslinya']","['sekt', 'islam', 'mengembalikan', 'ajaran', 'isa', 'almasih', 'as', 'diubah', 'radik', 'ajaran', 'kristen', 'paulu', 'versi', 'aslinya']",sekt islam mengembalikan ajaran isa almasih as diubah radik ajaran kristen paulu versi aslinya
Ada ya orang yang percaya selebaran rasis ke islam begini ditempel muslim beneran,Negatif,Ada ya orang yang percaya selebaran rasis ke islam begini ditempel muslim beneran,ada ya orang yang percaya selebaran rasis ke islam begini ditempel muslim beneran,"['ada', 'ya', 'orang', 'yang', 'percaya', 'selebaran', 'rasis', 'ke', 'islam', 'begini', 'ditempel', 'muslim', 'beneran']","['ya', 'orang', 'percaya', 'selebaran', 'rasis', 'islam', 'ditempel', 'muslim', 'beneran']","['ya', 'orang', 'percaya', 'selebaran', 'rasi', 'islam', 'ditempel', 'muslim', 'beneran']",ya orang percaya selebaran rasi islam ditempel muslim beneran
Enzo Fernandez diketahui menyanyikan bernada rasis saat merayakan gelar juara. Dalam ajaran Islam manusia memiliki kesetaraan satu sama lain. https://t.co/F9wbKNlatu,Positif,Enzo Fernandez diketahui menyanyikan bernada rasis saat merayakan gelar juara Dalam ajaran Islam manusia memiliki kesetaraan satu sama lain ,enzo fernandez diketahui menyanyikan bernada rasis saat merayakan gelar juara dalam ajaran islam manusia memiliki kesetaraan satu sama lain ,"['enzo', 'fernandez', 'diketahui', 'menyanyikan', 'bernada', 'rasis', 'saat', 'merayakan', 'gelar', 'juara', 'dalam', 'ajaran', 'islam', 'manusia', 'memiliki', 'kesetaraan', 'satu', 'sama', 'lain']","['enzo', 'fernandez', 'menyanyikan', 'bernada', 'rasis', 'merayakan', 'gelar', 'juara', 'ajaran', 'islam', 'manusia', 'memiliki', 'kesetaraan']","['enzo', 'fernandez', 'menyanyikan', 'bernada', 'rasi', 'merayakan', 'gelar', 'juara', 'ajaran', 'islam', 'manusia', 'memiliki', 'kesetaraan']",enzo fernandez menyanyikan bernada rasi merayakan gelar juara ajaran islam manusia memiliki kesetaraan
@Lovelyb1e India negara paling rasis dan Islam phobia.,Negatif, India negara paling rasis dan Islam phobia, india negara paling rasis dan islam phobia,"['india', 'negara', 'paling', 'rasis', 'dan', 'islam', 'phobia']","['india', 'negara', 'rasis', 'islam', 'phobia']","['india', 'negara', 'rasi', 'islam', 'phobia']",india negara rasi islam phobia
@lifeishard3193 Yg tweet cakap komen cina rasis tu orang lain Firdaus Wong pun cuma cakap komen wargamaya cina di medsos tentang isu tersebut dia tak kata pun rasis. Lagipun gambar tu sumber dari seorang wanita cina islam dekat tiktok mostly dia translate je komen2. Viewer sendiri fikirlah.,Negatif, Yg tweet cakap komen cina rasis tu orang lain Firdaus Wong pun cuma cakap komen wargamaya cina di medsos tentang isu tersebut dia tak kata pun rasis Lagipun gambar tu sumber dari seorang wanita cina islam dekat tiktok mostly dia translate je komen Viewer sendiri fikirlah, yg tweet cakap komen cina rasis tu orang lain firdaus wong pun cuma cakap komen wargamaya cina di medsos tentang isu tersebut dia tak kata pun rasis lagipun gambar tu sumber dari seorang wanita cina islam dekat tiktok mostly dia translate je komen viewer sendiri fikirlah,"['yg', 'tweet', 'cakap', 'komen', 'cina', 'rasis', 'tu', 'orang', 'lain', 'firdaus', 'wong', 'pun', 'cuma', 'cakap', 'komen', 'wargamaya', 'cina', 'di', 'medsos', 'tentang', 'isu', 'tersebut', 'dia', 'tak', 'kata', 'pun', 'rasis', 'lagipun', 'gambar', 'tu', 'sumber', 'dari', 'seorang', 'wanita', 'cina', 'islam', 'dekat', 'tiktok', 'mostly', 'dia', 'translate', 'je', 'komen', 'viewer', 'sendiri', 'fikirlah']","['yg', 'tweet', 'cakap', 'komen', 'cina', 'rasis', 'tu', 'orang', 'firdaus', 'cakap', 'komen', 'wargamaya', 'cina', 'medsos', 'isu', 'rasis', 'lagipun', 'gambar', 'tu', 'sumber', 'wanita', 'cina', 'islam', 'tiktok', 'mostly', 'translate', 'je', 'komen', 'viewer', 'fikirlah']","['yg', 'tweet', 'cakap', 'komen', 'cina', 'rasi', 'tu', 'orang', 'firdau', 'cakap', 'komen', 'wargamaya', 'cina', 'medso', 'isu', 'rasi', 'lagipun', 'gambar', 'tu', 'sumber', 'wanita', 'cina', 'islam', 'tiktok', 'mostli', 'translat', 'je', 'komen', 'viewer', 'fikirlah']",yg tweet cakap komen cina rasi tu orang firdau cakap komen wargamaya cina medso isu rasi lagipun gambar tu sumber wanita cina islam tiktok mostli translat je komen viewer fikirlah
@gilabola_ina Negara lu juga rasis gila sm org Islam. Baru dicengin begitu berasa yg paling tersakiti.,Negatif, Negara lu juga rasis gila sm org Islam Baru dicengin begitu berasa yg paling tersakiti, negara lu juga rasis gila sm org islam baru dicengin begitu berasa yg paling tersakiti,"['negara', 'lu', 'juga', 'rasis', 'gila', 'sm', 'org', 'islam', 'baru', 'dicengin', 'begitu', 'berasa', 'yg', 'paling', 'tersakiti']","['negara', 'lu', 'rasis', 'gila', 'sm', 'org', 'islam', 'dicengin', 'berasa', 'yg', 'tersakiti']","['negara', 'lu', 'rasi', 'gila', 'sm', 'org', 'islam', 'dicengin', 'berasa', 'yg', 'tersak']",negara lu rasi gila sm org islam dicengin berasa yg tersak
rasis lu mah bkn feminis belajar agama islam jg kaga berasa paling tau. tll,Negatif,rasis lu mah bkn feminis belajar agama islam jg kaga berasa paling tau tll,rasis lu mah bkn feminis belajar agama islam jg kaga berasa paling tau tll,"['rasis', 'lu', 'mah', 'bkn', 'feminis', 'belajar', 'agama', 'islam', 'jg', 'kaga', 'berasa', 'paling', 'tau', 'tll']","['rasis', 'lu', 'mah', 'bkn', 'feminis', 'belajar', 'agama', 'islam', 'jg', 'kaga', 'berasa', 'tau', 'tll']","['rasi', 'lu', 'mah', 'bkn', 'femini', 'belajar', 'agama', 'islam', 'jg', 'kaga', 'berasa', 'tau', 'tll']",rasi lu mah bkn femini belajar agama islam jg kaga berasa tau tll
Jadi kalo ada yang bilang takut dirasisin huana ya itu gabisa disalahin.. Mau dari sisi chindo ataupun huana ya sama-sama punya sisi rasis. Cuma kalo chindo Islam ya berasa combo aja.. dirasisin kanan kiri ,Negatif,Jadi kalo ada yang bilang takut dirasisin huana ya itu gabisa disalahin Mau dari sisi chindo ataupun huana ya samasama punya sisi rasis Cuma kalo chindo Islam ya berasa combo aja dirasisin kanan kiri ,jadi kalo ada yang bilang takut dirasisin huana ya itu gabisa disalahin mau dari sisi chindo ataupun huana ya samasama punya sisi rasis cuma kalo chindo islam ya berasa combo aja dirasisin kanan kiri ,"['jadi', 'kalo', 'ada', 'yang', 'bilang', 'takut', 'dirasisin', 'huana', 'ya', 'itu', 'gabisa', 'disalahin', 'mau', 'dari', 'sisi', 'chindo', 'ataupun', 'huana', 'ya', 'samasama', 'punya', 'sisi', 'rasis', 'cuma', 'kalo', 'chindo', 'islam', 'ya', 'berasa', 'combo', 'aja', 'dirasisin', 'kanan', 'kiri']","['kalo', 'bilang', 'takut', 'dirasisin', 'huana', 'ya', 'gabisa', 'disalahin', 'sisi', 'chindo', 'huana', 'ya', 'samasama', 'sisi', 'rasis', 'kalo', 'chindo', 'islam', 'ya', 'berasa', 'combo', 'aja', 'dirasisin', 'kanan', 'kiri']","['kalo', 'bilang', 'takut', 'dirasisin', 'huana', 'ya', 'gabisa', 'disalahin', 'sisi', 'chindo', 'huana', 'ya', 'samasama', 'sisi', 'rasi', 'kalo', 'chindo', 'islam', 'ya', 'berasa', 'combo', 'aja', 'dirasisin', 'kanan', 'kiri']",kalo bilang takut dirasisin huana ya gabisa disalahin sisi chindo huana ya samasama sisi rasi kalo chindo islam ya berasa combo aja dirasisin kanan kiri
ya elah mbak islam emang bukan agama feminis. islam punya pedoman sendiri buat ngatur kedudukan juga hak-kewajiban laki2 dan perempuan. masalahnya Anda ini ngaku feminis tapi masih milih2 buat membela perempuan berarti Anda bukan feminis tapi RASIS dan ISLAMPHOBIC,Negatif,ya elah mbak islam emang bukan agama feminis islam punya pedoman sendiri buat ngatur kedudukan juga hakkewajiban laki dan perempuan masalahnya Anda ini ngaku feminis tapi masih milih buat membela perempuan berarti Anda bukan feminis tapi RASIS dan ISLAMPHOBIC,ya elah mbak islam emang bukan agama feminis islam punya pedoman sendiri buat ngatur kedudukan juga hakkewajiban laki dan perempuan masalahnya anda ini ngaku feminis tapi masih milih buat membela perempuan berarti anda bukan feminis tapi rasis dan islamphobic,"['ya', 'elah', 'mbak', 'islam', 'emang', 'bukan', 'agama', 'feminis', 'islam', 'punya', 'pedoman', 'sendiri', 'buat', 'ngatur', 'kedudukan', 'juga', 'hakkewajiban', 'laki', 'dan', 'perempuan', 'masalahnya', 'anda', 'ini', 'ngaku', 'feminis', 'tapi', 'masih', 'milih', 'buat', 'membela', 'perempuan', 'berarti', 'anda', 'bukan', 'feminis', 'tapi', 'rasis', 'dan', 'islamphobic']","['ya', 'elah', 'mbak', 'islam', 'emang', 'agama', 'feminis', 'islam', 'pedoman', 'ngatur', 'kedudukan', 'hakkewajiban', 'laki', 'perempuan', 'ngaku', 'feminis', 'milih', 'membela', 'perempuan', 'feminis', 'rasis', 'islamphobic']","['ya', 'elah', 'mbak', 'islam', 'emang', 'agama', 'femini', 'islam', 'pedoman', 'ngatur', 'kedudukan', 'hakkewajiban', 'laki', 'perempuan', 'ngaku', 'femini', 'milih', 'membela', 'perempuan', 'femini', 'rasi', 'islamphob']",ya elah mbak islam emang agama femini islam pedoman ngatur kedudukan hakkewajiban laki perempuan ngaku femini milih membela perempuan femini rasi islamphob
ga heran emg di fb. banyak orang rasis islamphobic (padahal islam jg) tone deaf semua.,Negatif,ga heran emg di fb banyak orang rasis islamphobic padahal islam jg tone deaf semua,ga heran emg di fb banyak orang rasis islamphobic padahal islam jg tone deaf semua,"['ga', 'heran', 'emg', 'di', 'fb', 'banyak', 'orang', 'rasis', 'islamphobic', 'padahal', 'islam', 'jg', 'tone', 'deaf', 'semua']","['ga', 'heran', 'emg', 'fb', 'orang', 'rasis', 'islamphobic', 'islam', 'jg', 'tone', 'deaf']","['ga', 'heran', 'emg', 'fb', 'orang', 'rasi', 'islamphob', 'islam', 'jg', 'tone', 'deaf']",ga heran emg fb orang rasi islamphob islam jg tone deaf
jir jadi inget waktu SMP.. kocak dah. itu cimed bercircle sendiri barengnya sama rohkris aja diajak bareng gak mau pas ada masalah bilangnya orang islam yang rasis gak mau ngajak main. fakmennnnnn fakkkkkk,Negatif,jir jadi inget waktu SMP kocak dah itu cimed bercircle sendiri barengnya sama rohkris aja diajak bareng gak mau pas ada masalah bilangnya orang islam yang rasis gak mau ngajak main fakmennnnnn fakkkkkk,jir jadi inget waktu smp kocak dah itu cimed bercircle sendiri barengnya sama rohkris aja diajak bareng gak mau pas ada masalah bilangnya orang islam yang rasis gak mau ngajak main fakmennnnnn fakkkkkk,"['jir', 'jadi', 'inget', 'waktu', 'smp', 'kocak', 'dah', 'itu', 'cimed', 'bercircle', 'sendiri', 'barengnya', 'sama', 'rohkris', 'aja', 'diajak', 'bareng', 'gak', 'mau', 'pas', 'ada', 'masalah', 'bilangnya', 'orang', 'islam', 'yang', 'rasis', 'gak', 'mau', 'ngajak', 'main', 'fakmennnnnn', 'fakkkkkk']","['jir', 'inget', 'smp', 'kocak', 'dah', 'cimed', 'bercircle', 'barengnya', 'rohkris', 'aja', 'diajak', 'bareng', 'gak', 'pas', 'bilangnya', 'orang', 'islam', 'rasis', 'gak', 'ngajak', 'main', 'fakmennnnnn', 'fakkkkkk']","['jir', 'inget', 'smp', 'kocak', 'dah', 'cime', 'bercircl', 'barengnya', 'rohkri', 'aja', 'diajak', 'bareng', 'gak', 'pa', 'bilangnya', 'orang', 'islam', 'rasi', 'gak', 'ngajak', 'main', 'fakmennnnnn', 'fakkkkkk']",jir inget smp kocak dah cime bercircl barengnya rohkri aja diajak bareng gak pa bilangnya orang islam rasi gak ngajak main fakmennnnnn fakkkkkk
@idextratime Kao gw dukung Perancis terlalu munafik ga sada klo dia juga Rasis terutama pada Islam sampe larangan atlet pake hijab di Olimpiade,Negatif, Kao gw dukung Perancis terlalu munafik ga sada klo dia juga Rasis terutama pada Islam sampe larangan atlet pake hijab di Olimpiade, kao gw dukung perancis terlalu munafik ga sada klo dia juga rasis terutama pada islam sampe larangan atlet pake hijab di olimpiade,"['kao', 'gw', 'dukung', 'perancis', 'terlalu', 'munafik', 'ga', 'sada', 'klo', 'dia', 'juga', 'rasis', 'terutama', 'pada', 'islam', 'sampe', 'larangan', 'atlet', 'pake', 'hijab', 'di', 'olimpiade']","['kao', 'gw', 'dukung', 'perancis', 'munafik', 'ga', 'sada', 'klo', 'rasis', 'islam', 'sampe', 'larangan', 'atlet', 'pake', 'hijab', 'olimpiade']","['kao', 'gw', 'dukung', 'peranc', 'munafik', 'ga', 'sada', 'klo', 'rasi', 'islam', 'samp', 'larangan', 'atlet', 'pake', 'hijab', 'olimpiad']",kao gw dukung peranc munafik ga sada klo rasi islam samp larangan atlet pake hijab olimpiad
@nyajoon12 @RJLetsGo Setujuu pdhal di palestina ngga cuma islam doang kristen katolik jg ada disana uda bukan agama lg ranahnya tp kemanusiaan genocide. Pdhal org israel mah rasis bgt apapun agamamu kalo bukan keturunan israel ya bakalan dibabat/disepelein sama mereka,Negatif,  Setujuu pdhal di palestina ngga cuma islam doang kristen katolik jg ada disana uda bukan agama lg ranahnya tp kemanusiaan genocide Pdhal org israel mah rasis bgt apapun agamamu kalo bukan keturunan israel ya bakalan dibabatdisepelein sama mereka,  setujuu pdhal di palestina ngga cuma islam doang kristen katolik jg ada disana uda bukan agama lg ranahnya tp kemanusiaan genocide pdhal org israel mah rasis bgt apapun agamamu kalo bukan keturunan israel ya bakalan dibabatdisepelein sama mereka,"['setujuu', 'pdhal', 'di', 'palestina', 'ngga', 'cuma', 'islam', 'doang', 'kristen', 'katolik', 'jg', 'ada', 'disana', 'uda', 'bukan', 'agama', 'lg', 'ranahnya', 'tp', 'kemanusiaan', 'genocide', 'pdhal', 'org', 'israel', 'mah', 'rasis', 'bgt', 'apapun', 'agamamu', 'kalo', 'bukan', 'keturunan', 'israel', 'ya', 'bakalan', 'dibabatdisepelein', 'sama', 'mereka']","['setujuu', 'pdhal', 'palestina', 'ngga', 'islam', 'doang', 'kristen', 'katolik', 'jg', 'disana', 'uda', 'agama', 'lg', 'ranahnya', 'tp', 'kemanusiaan', 'genocide', 'pdhal', 'org', 'israel', 'mah', 'rasis', 'bgt', 'apapun', 'agamamu', 'kalo', 'keturunan', 'israel', 'ya', 'dibabatdisepelein']","['setujuu', 'pdhal', 'palestina', 'ngga', 'islam', 'doang', 'kristen', 'katolik', 'jg', 'disana', 'uda', 'agama', 'lg', 'ranahnya', 'tp', 'kemanusiaan', 'genocid', 'pdhal', 'org', 'israel', 'mah', 'rasi', 'bgt', 'apapun', 'agamamu', 'kalo', 'keturunan', 'israel', 'ya', 'dibabatdisepelein']",setujuu pdhal palestina ngga islam doang kristen katolik jg disana uda agama lg ranahnya tp kemanusiaan genocid pdhal org israel mah rasi bgt apapun agamamu kalo keturunan israel ya dibabatdisepelein
@idextratime Padahal Prancis salah satu negara rasis sama islam,Negatif, Padahal Prancis salah satu negara rasis sama islam, padahal prancis salah satu negara rasis sama islam,"['padahal', 'prancis', 'salah', 'satu', 'negara', 'rasis', 'sama', 'islam']","['prancis', 'salah', 'negara', 'rasis', 'islam']","['pranci', 'salah', 'negara', 'rasi', 'islam']",pranci salah negara rasi islam
@tenhag_out @idextratime Prancis negara rasis juga anjg anti Islam. Islamophobia banget. Olimpiade aja atlet cewe yang pake hijab dilarang. Analogi goblog,Negatif,  Prancis negara rasis juga anjg anti Islam Islamophobia banget Olimpiade aja atlet cewe yang pake hijab dilarang Analogi goblog,  prancis negara rasis juga anjg anti islam islamophobia banget olimpiade aja atlet cewe yang pake hijab dilarang analogi goblog,"['prancis', 'negara', 'rasis', 'juga', 'anjg', 'anti', 'islam', 'islamophobia', 'banget', 'olimpiade', 'aja', 'atlet', 'cewe', 'yang', 'pake', 'hijab', 'dilarang', 'analogi', 'goblog']","['prancis', 'negara', 'rasis', 'anjg', 'anti', 'islam', 'islamophobia', 'banget', 'olimpiade', 'aja', 'atlet', 'cewe', 'pake', 'hijab', 'dilarang', 'analogi', 'goblog']","['pranci', 'negara', 'rasi', 'anjg', 'anti', 'islam', 'islamophobia', 'banget', 'olimpiad', 'aja', 'atlet', 'cew', 'pake', 'hijab', 'dilarang', 'analog', 'goblog']",pranci negara rasi anjg anti islam islamophobia banget olimpiad aja atlet cew pake hijab dilarang analog goblog
@idextratime Mau marah tapi prancis juga rasis sama umat islam .,Negatif, Mau marah tapi prancis juga rasis sama umat islam , mau marah tapi prancis juga rasis sama umat islam ,"['mau', 'marah', 'tapi', 'prancis', 'juga', 'rasis', 'sama', 'umat', 'islam']","['marah', 'prancis', 'rasis', 'umat', 'islam']","['marah', 'pranci', 'rasi', 'umat', 'islam']",marah pranci rasi umat islam
@h0lycrappp @fkhriirwn @Ab_8896 @idextratime dari leluhur bukan berarti udh rasis tp mereka emg negara sekuler yg ga ngijinin atribut keagamaan buat ditampilin di muka umum ga cuma islam kok tp semua agama juga gt,Negatif,    dari leluhur bukan berarti udh rasis tp mereka emg negara sekuler yg ga ngijinin atribut keagamaan buat ditampilin di muka umum ga cuma islam kok tp semua agama juga gt,    dari leluhur bukan berarti udh rasis tp mereka emg negara sekuler yg ga ngijinin atribut keagamaan buat ditampilin di muka umum ga cuma islam kok tp semua agama juga gt,"['dari', 'leluhur', 'bukan', 'berarti', 'udh', 'rasis', 'tp', 'mereka', 'emg', 'negara', 'sekuler', 'yg', 'ga', 'ngijinin', 'atribut', 'keagamaan', 'buat', 'ditampilin', 'di', 'muka', 'umum', 'ga', 'cuma', 'islam', 'kok', 'tp', 'semua', 'agama', 'juga', 'gt']","['leluhur', 'udh', 'rasis', 'tp', 'emg', 'negara', 'sekuler', 'yg', 'ga', 'ngijinin', 'atribut', 'keagamaan', 'ditampilin', 'muka', 'ga', 'islam', 'tp', 'agama', 'gt']","['leluhur', 'udh', 'rasi', 'tp', 'emg', 'negara', 'sekul', 'yg', 'ga', 'ngijinin', 'atribut', 'keagamaan', 'ditampilin', 'muka', 'ga', 'islam', 'tp', 'agama', 'gt']",leluhur udh rasi tp emg negara sekul yg ga ngijinin atribut keagamaan ditampilin muka ga islam tp agama gt
@idextratime Bukan mendukung tindakan Enzo tapi prancis bukan nya rasis terhadap islam? Terakhir saya lihat berita prancis melarang atlet paralimpic muslim memakai jilbab. Aneh sih kalo prancis se marah itu sama Enzo,Negatif, Bukan mendukung tindakan Enzo tapi prancis bukan nya rasis terhadap islam Terakhir saya lihat berita prancis melarang atlet paralimpic muslim memakai jilbab Aneh sih kalo prancis se marah itu sama Enzo, bukan mendukung tindakan enzo tapi prancis bukan nya rasis terhadap islam terakhir saya lihat berita prancis melarang atlet paralimpic muslim memakai jilbab aneh sih kalo prancis se marah itu sama enzo,"['bukan', 'mendukung', 'tindakan', 'enzo', 'tapi', 'prancis', 'bukan', 'nya', 'rasis', 'terhadap', 'islam', 'terakhir', 'saya', 'lihat', 'berita', 'prancis', 'melarang', 'atlet', 'paralimpic', 'muslim', 'memakai', 'jilbab', 'aneh', 'sih', 'kalo', 'prancis', 'se', 'marah', 'itu', 'sama', 'enzo']","['mendukung', 'tindakan', 'enzo', 'prancis', 'nya', 'rasis', 'islam', 'lihat', 'berita', 'prancis', 'melarang', 'atlet', 'paralimpic', 'muslim', 'memakai', 'jilbab', 'aneh', 'sih', 'kalo', 'prancis', 'marah', 'enzo']","['mendukung', 'tindakan', 'enzo', 'pranci', 'nya', 'rasi', 'islam', 'lihat', 'berita', 'pranci', 'melarang', 'atlet', 'paralimp', 'muslim', 'memakai', 'jilbab', 'aneh', 'sih', 'kalo', 'pranci', 'marah', 'enzo']",mendukung tindakan enzo pranci nya rasi islam lihat berita pranci melarang atlet paralimp muslim memakai jilbab aneh sih kalo pranci marah enzo
@idextratime Itu Perancis rasis ke Islam ga di omongin,Negatif, Itu Perancis rasis ke Islam ga di omongin, itu perancis rasis ke islam ga di omongin,"['itu', 'perancis', 'rasis', 'ke', 'islam', 'ga', 'di', 'omongin']","['perancis', 'rasis', 'islam', 'ga', 'omongin']","['peranc', 'rasi', 'islam', 'ga', 'omongin']",peranc rasi islam ga omongin
Setuju sih Prancis negara paling rasis kepada Agama Islam,Negatif,Setuju sih Prancis negara paling rasis kepada Agama Islam,setuju sih prancis negara paling rasis kepada agama islam,"['setuju', 'sih', 'prancis', 'negara', 'paling', 'rasis', 'kepada', 'agama', 'islam']","['setuju', 'sih', 'prancis', 'negara', 'rasis', 'agama', 'islam']","['setuju', 'sih', 'pranci', 'negara', 'rasi', 'agama', 'islam']",setuju sih pranci negara rasi agama islam
Nanti aku kritik satu2 dan dedahkan rasis dan islamofob sesetengah sarawakian ni. Aku tak tahu la siapa yang menghasut diorang ni benci Islam dan Melayu sedangkan Melayu-Dayak Kalimantan secara dasarnya elok je.,Negatif,Nanti aku kritik satu dan dedahkan rasis dan islamofob sesetengah sarawakian ni Aku tak tahu la siapa yang menghasut diorang ni benci Islam dan Melayu sedangkan MelayuDayak Kalimantan secara dasarnya elok je,nanti aku kritik satu dan dedahkan rasis dan islamofob sesetengah sarawakian ni aku tak tahu la siapa yang menghasut diorang ni benci islam dan melayu sedangkan melayudayak kalimantan secara dasarnya elok je,"['nanti', 'aku', 'kritik', 'satu', 'dan', 'dedahkan', 'rasis', 'dan', 'islamofob', 'sesetengah', 'sarawakian', 'ni', 'aku', 'tak', 'tahu', 'la', 'siapa', 'yang', 'menghasut', 'diorang', 'ni', 'benci', 'islam', 'dan', 'melayu', 'sedangkan', 'melayudayak', 'kalimantan', 'secara', 'dasarnya', 'elok', 'je']","['kritik', 'dedahkan', 'rasis', 'islamofob', 'sesetengah', 'sarawakian', 'ni', 'la', 'menghasut', 'diorang', 'ni', 'benci', 'islam', 'melayu', 'melayudayak', 'kalimantan', 'dasarnya', 'elok', 'je']","['kritik', 'dedahkan', 'rasi', 'islamofob', 'sesetengah', 'sarawakian', 'ni', 'la', 'menghasut', 'diorang', 'ni', 'benci', 'islam', 'melayu', 'melayudayak', 'kalimantan', 'dasarnya', 'elok', 'je']",kritik dedahkan rasi islamofob sesetengah sarawakian ni la menghasut diorang ni benci islam melayu melayudayak kalimantan dasarnya elok je
@idextratime Itu prancis sendirinya rasis ke penduduknya sendiri beragama islam. Atlet perempuan yg ikut olimpiade dilarang pake hijab. Stress banget ini negara,Negatif, Itu prancis sendirinya rasis ke penduduknya sendiri beragama islam Atlet perempuan yg ikut olimpiade dilarang pake hijab Stress banget ini negara, itu prancis sendirinya rasis ke penduduknya sendiri beragama islam atlet perempuan yg ikut olimpiade dilarang pake hijab stress banget ini negara,"['itu', 'prancis', 'sendirinya', 'rasis', 'ke', 'penduduknya', 'sendiri', 'beragama', 'islam', 'atlet', 'perempuan', 'yg', 'ikut', 'olimpiade', 'dilarang', 'pake', 'hijab', 'stress', 'banget', 'ini', 'negara']","['prancis', 'rasis', 'penduduknya', 'beragama', 'islam', 'atlet', 'perempuan', 'yg', 'olimpiade', 'dilarang', 'pake', 'hijab', 'stress', 'banget', 'negara']","['pranci', 'rasi', 'penduduknya', 'beragama', 'islam', 'atlet', 'perempuan', 'yg', 'olimpiad', 'dilarang', 'pake', 'hijab', 'stress', 'banget', 'negara']",pranci rasi penduduknya beragama islam atlet perempuan yg olimpiad dilarang pake hijab stress banget negara
