processed_text,kelas
biadab sungguh nama je penyokong parti islam tp akhlak laut,Negatif
ya tdk berbeda kelompok islam yg ngaku moderat dgn kelompok islam yg radikalyg bertoleransi islam ktp islam sekul,Negatif
tweet pa kafir ngalahin islam,Negatif
islam radik buatan amerika sekutu israel ad dajjal,Negatif
si nepobabi spt sengaja manfaatin moment ngga masuk akal stlh dicermati lbh masuk akal yg bilang rekayasa seklpk radik intoleran anti islam utk menjelekan ummat islam,Negatif
kera memusuhi kaum muslim lemah lembut kafir pembantai umat islam naudzubillah,Negatif
setauku bidadari paham islam doktrin radik ala siluman kebakaran jembut ya nyalak pengikut siluman siluman siluman si pengibul cabul yaman,Negatif
nicola emang anti islam keknya lu ratain aja minorita tersak ya lu pinter gunain otak udang lu rasio perbandingan mayorita indonesia mayorita dunia gmna kejamnya biar lu sadar radik intoleransi,Negatif
nuduh ngewri ngewri lembaga islam ya islamophob perumpamaannya kzl ma yahudi zioni ya tetep ae rasisampantisemit islamophobia emang prejudic stereotyp muslim gitu ih gitu yaa,Negatif
organisasi islam diidentikan dg radik radikul kuat,Negatif
perusak islam dasar biadab,Positif
koar nangi didepan layar hp kitanya aja sadar pemimpin menyatukan umat islam memberanta manusia biadab saandz all eye on rafah all eye on rafah alleyesonrafah alleyesonrafah,Positif
ihh gila agama ajarannya jahat perintah tuhan tuhan yg larang gila ya tuhannya islam rasi biadab,Negatif
umat islam marah lu blang radik kafir ngelunjak,Negatif
mohon maaf islam agama sempurna celah intoleran radik banget gini gitu maaf coba cek islamnya kah muslimnya,Positif
dibilang radik wahabi yaman klo lo ktp islam,Negatif
menclamencl apanya moderat lemah melawan islam radik,Negatif
disimpulkan sbagai pelajaran keseharian orang mengekploitasi manusia masal melestarikan kedunguan kebencian mengajak ikutan membenc manusia berbuat jahat biadab agama islam indonesia,Negatif
elon anjingg twit ku dikunci jam gara hujat israel twit orang israelzioni rasi arab menghina islam dibiarin emang tai anjingg semenjak twitter dipegang elon penegakan hukumnya gak adil,Negatif
aneh ajaran islam sj dianngap radik otak dimana ya,Negatif
bercadar yg cm sekedar bergami sm kerudung nutup dada aja udh islam radik,Negatif
ya benerlah boikot ga main fisik dukung palestina ga mukul nyumbang duit ngumpulin nyumbang aja udh ga radik mencoreng nama agama noni agama islam ngajarin kasar kasar,Positif
mah mahluk ciptaan kakak pembina bin yg jagain keberadaanya banserep proyek islam nusantara yg ber slogan indonesia harga tai utk memerangi radik radikul,Negatif
membunuh tawanan ga masuk kriteria kafir yg dibunuh hukum tendensi person sbg amirul muminin beliau sydna umar ga mikirin ttg negara milit tp concern membumikan hukum islam sbg konstitusi sehari,Positif
islam melarang perbuatan yg beradab alia biadab sih intinya adab tuh adab malu menghormati malu org,Positif
ts berharap komen muslim yg menghujat disiapkan akun palsu utk yg usahakan menonjolkan perbedaan narasi islam radik yg tdk kenyataan,Negatif
urusan palestin bangsa penghianat bangsa logikanya amburadul palestin hama radik islam terbukti barbarik barbarik relat dgn islam reaksi dunia kritik amp hina islam muslim perbaiki islamlah hinaan sirna,Negatif
pengen gw ghoh roghk si ali jindan sumpah mnurut syariah islam rasul menyarankan bughot munafik khawarij kek gini dibunuh halal halnya ngebunuh kafir yg memerangi islam nasab nasabbaalawi nasabhabib nasabhabaib mukibin,Negatif
biadab negara islam sdh bersatu menyuarakan melawan zioni sekutunya,Positif
tai ijo jk islam lo komentar ritual islam biadab hak kewenangan berkomentar nggak pengetahuan kabah lempar jumroh tawaf dll ah tai ijo mera orang in telek isinya setara telek nya,Negatif
percaya islam diturunkan manusia menciptakan kedamaian kesejahteraan semesta alam halhal aneh keji biadab manusia mengatasnamakan islam,Positif
mangkanya gue ngomong sayang banget sebagu ani dieklilingim islam radik,Negatif
islam radik konsisten komitmen menegakan dienullah karih kafirun karih munafiqunpeduli setan merekawajib berislam kaffah menghujam lubuk hati qolb muslimun,Negatif
disana konflik perang korban kehancuran indonesia konflik perang biadab n brutal membom gereja orang islam,Negatif
negara dibasmi sel sel islam radikaldi indo dipelihara,Negatif
yg ngomong video muslim memri tv menterjemahkan omongan muslim ustadz dicap menyudutkan islam ajarannya biadab gak manusiawi ya dikritisi ditutupi,Negatif
sadar kena batunya semoga mesjid indonesia jg dihancurkan sarangnya radik rasism,Negatif
terhubung dng ideolog islam hr dilucuti kewarganegaraannya diusir peranc mengadopsi ideolog musuh hr dihukum masjid radik ditutup ikhwanul muslimin dibubarkan marinir le pen partai pemenang pemilu peranc,Negatif
kristofobik njingumat lu noh rasi rasi gk suka ama islambanyak akun rasi anon umat lu yg suka olok olok agama laincermin sblm bacod,Negatif
viral forum indosarang milik pekerja korea selatan rasi hina warga lokal agama islam gegerkan media sosial rasi indosarang nedcan,Negatif
gw intern ngerasa kesel kalo agama islam tameng opini radik tindakan radik islam agama pacifism islam aja mengkafirkan,Negatif
zaman rasulullah aja ngaku nabi bikin surah palsu kafir harbi orang ngaku islam langgar perintah bunuh medan perang munafik disekitar rasul aja pemberontak ketentuan islam hebat rasul coba,Positif
dibaha tadz film dokumentar knp org kristen mostli amerika sgt die hard bgt zionist isr judulnya til kingdom come sutradaranya yg bikin dokument forev pure yg nunjukin segimana ekstremnya mrk rasi islam,Negatif
ya ok parno daerah kebawa islam ya rasi aja itumah,Negatif
forum orang korea indosarang kerja indonesia diduga bersikap rasi viral hina fisik agama islam,Negatif
agama yg percaya amp taat yesu jln kebenaran amp hidup trada yg msk surga diasbliknya islam klo yg taat yg bom gereja bunuh org kafir tolak org bribadah cium batu berdusta utk allah amp muhamad dng tujuan msk surga mnikmati pesta sex amp mira,Negatif
coba cek zaman tsb eropa gimana budayanya berak sembarangan gak gosok gigi perbudakan dimana rasi bangsa afrika penjajahan berkedok agama islam disebar dakwah diplomasi agama disebar penjajahan pencaplokan wilayah,Negatif
parah orang kafir pli gak ikutan orang islam orang islam wajib sholat sholat wajib bacaannya berbahasa arabwajib baca al quran belajar lu sholat kagak ngamalkan isi al quran diajari membaca al quran,Positif
tau gk sih orang munafik yg agamanya islam mengedepankan budaya yg halal eh bawa budayanya ngatain haram islam halal kebalikan radik tingkah cring delusi gk berbobot,Negatif
india kirim roket angkasa twit rasi gegara india pendukung israel islam emang kontribusi berdiri bikin perang kejayaan islam pencapaian isinya dr orang yg wilayahnya ditaklukkan,Negatif
ajaran islam barbar biadab terkutuk,Negatif
rasi susah hak siar lgbt anti islam rasi,Negatif
terlarang mulut terpaksa dilarang tangan rasi fasi subversif menafikan hak umat islam memutuskan memboikotnya rujuk siapapunyatuhan,Negatif
kalo rasi anti islam korsel salah juaranya sih mostli menerima kalangan aja kalo ga putih porcelain kuru seksi mah udah dibilang jelek ama,Negatif
bayangkan kau mati yg dtg uru jenazah kau org yg kirim amanat sesat diwartakan jakim yg binatangkan umat yg baca qunut nazilah utk islam yg punca solat imam bumbung yg bekabung kafir lilit kain putih lengan,Negatif
penanganan imigram kera jutaan imigran islam radik eropa dipulangkan negaranya miskin kacau,Negatif
islam radik bikin rusak orangorang inkompeten raku bin serakah malumalu,Negatif
shalat dibilang agami gak minum alkohol islami komentar islamophobia agama ktpnya blm kerjaan yg susah sholat kebencian kaum anti islam militan diband fanatism kaum yg cap radik,Negatif
lu makan ayam tukang kawin gak doyan ganti betina udah rasi jgn bego sadar duta yg percaya orang islam liat kelakuan pemeluk nya yg diajarkan disana mend diem gak ngomong kecuali lu athei,Negatif
korea selatan rasi racist korea selatan orang kulit putih racist kelakuan netizen korea kebodohan islam netizen korea hati komentar korea orang munafik,Negatif
setuju menolak pembangunan rumah ibadah agama rasi mengganggu kehidupan pemeluk agama minorita terpent orma agama islam apapun sejahtera kehidupan masyarakat menyengsarakannya,Negatif
halah tai faktanya aman aja sok nyerang kalangan islam sebutan radik radik kau cari makan jualan ketakutan meradikalkan islam pengikutnya bangsat tetaplah bangsat,Negatif
itb unpad uin upi deh bwang sarang gerakan islam radik doang warna jg gampang ketebak banget gaperlu pake intel,Negatif
tersebar komentar rasi diduga warga korea singgung islam jilbab indonesia,Negatif
baca paham bimbingan ulama yg baca rasi ya jdi bego islam terori lu udah mati skrng indonesia dunia yg minorita dinegara muslim gak aman lu bocah mend jgn main hp dimarahin mama,Negatif
ya ya penerapan alquran hadit bernegara indonesia penuh pakai sistem sekul liberalism mempromosikan kilafah syariat islam dianggap terori ekstrimi radik pemerintah dilarang,Negatif
si bule provok rasi lu orang bali rasi orang jawa amp islam turi lokal ga dihargai ramah sm bule giliran bule bikin ulah lu diem aja jgn lupa belajar bh ukrainarusia,Negatif
tentangan kafir semestinya islam berjuang islam takbirrr,Positif
ih gaboleh ngomong gitu muslim yg radik yg suka anarki ga ngatain agama islam gak ngajarin,Negatif
terkuak fakta admin indosarang pekerja korea sayangkan aksi rasi lecehkan agama islam terancam ditutup,Negatif
tweet pa kafir ngalahin islam,Negatif
btw gw islam pelindung disangka rasi berpikir kalo org islam menjelekkan islam,Negatif
kiri kiri liber dendam percaya dgn islam tradision krn salah aktor utama pembantai zaman bibitbibit kelompok islam radik membantai zaman,Negatif
manusia dgn narasi biadab ent lawan isinya sampah fitnah lompat pagar adu domba umat nggak penghamba iblish syetan utk hina ajaran islam,Positif
jgn lupa bro klo islam dr arab kristen dr israel hindu dr india budha nepal klo dbilang islam gak dsini krn mayorita jgn lupa hindhu mayorita jg radik india budha jg msih perang sodara myanmar israel jg negara yg berdiri ditanah negara og,Negatif
tanah suci kiblat ibadah agama dg rukun zionist islam kristen yahudi hidup tanah palestina lo emang rasi budak zionist ga terima toleransi maunya menang mendukung genosida sakit,Negatif
tulah knp wahabi ajaran radikalkarena wahabi orientasinya mengajak nilai islam tp berorientasi menerbarkan bahayaagama dinarasikan bahaya dinarasikan indah,Negatif
lu abi nonton kontennya samuel christ kah kalo dukung palestina agama kabar masyarakat pro palestin yg vokal mrk agama kristen hindu katholik dll diluar udah rasi islam ga respect loh elu,Negatif
ya emang indo isinya muslim doang tolol bat lu ngentot kalo lu islam yaudah tinggal kaga dateng dongo org kek lu gini yg bikin muslim dipandang radik minim toleransi idiot,Negatif
expand extremist group in islam radik islam santun sejuk bersahabat aliran isi pengikut baginda aliran yamg kera ditubuh muslim africa fuel worri that they could attack the us or western alli,Negatif
teorinya ngomong golongan islam sadar lho dituduh radik,Positif
agamaku islam lahir mengikuti maje dipimpin habaib diajarkan radik aqidah terori berbeda aqidah ahlussunnah terhasut kawan terhasut kebencian,Positif
tabiat biadab org islam sllu kait agama kristen mbnrkn agamanya org islam klu sholat kiblatnya kaabah jl kmr hotel sdh ditandai arah solat kapal laut ktika wktu solat akn diumumkn kiblat arah mn kristen ktika ibadah tdk kiblat yerusalem,Positif
jual nih wkwk emangnya kaum lo yg melarang pembangunan ibadah minorita kek dasar agama biadab dasarnya islam kek zioni cuman beda merek doang,Negatif
emang ajar ituu diaaa jg provok bikin orang ngecap islam tuh radik blabla wallahi berharap mati nya pedih bgt,Negatif
tolol yg bikin islam dobenc manusia radik kayak lo membantai teruak allahuakbar dasar pendulung terori saudi aja lo mendulung hama masuk penjara begok,Negatif
counter narasi media medso orang tdk manut terprovokasi bilang ani kel islam radik kelompok politik yg memanfaatkan islam radik yg menunggangi ani,Negatif
pemuda nahdlatul ulama bertemu presiden israel kondisi umat islam dunia yg berdaya kekejaman israel genosida rakyat palestina kader nahdlatul ulama nu seakan mengejek penderitaan merekaampmenyokong perbuatan israel yg biadab,Negatif
yaudah pasarnya yg muslim kl yg muslim kesana dgn kemauan ya yg aneh rasi sih gue aja yg islam gak radik otak otak,Negatif
iya persembahan ibunya ibunya jg ibli betina lahir anak ibli persembahannya sadi yg membela kaum biadab individu pembenc islam alia islamopobia dr agama msh mengecam kebiadaban ibli israel,Negatif
mbah suro gaya neo pki mg giat opsu intelijen partisan militan radik ekstremi kiri neopki sepili merusak menghancurkan islam nkri,Negatif
oh anggota nu yg radik ekstrimi gari kera terori beriman islam setoleran semoder apapun leadernya yg tetep yg islami,Negatif
intinya kaum kafir hidup beba sebeba bebasnya menganggu sakkarep dew umat islam prote langsung smatkan radik intoleran,Negatif
islam moderat kalah tafsir ulama cenderung nurut radik,Negatif
marah pranci rasi umat islam,Negatif
maksudnya sih israel namanya anti islam disengajain yahudi psikologinya muslim malu rasi ujungnya mempersilahkan israel masuk kalo bilang anti cina anti tionghoa indonesia,Negatif
lucu aniessohibul orang islam radik,Negatif
smua didambakan manusia ajaran islam ama tetangga yg kafir aja suruh ngasih makanan ga zalim smua manusia islam korupsi ttap haram om biarpun tuk bantu orang,Positif
orang islam kejamkarna tau tatakerama berperang ngebom rumah sakit masjid sekolah anak anak perempuan idf biadab contoh nya,Positif
gw cerita postingan gw pa sekolah negeri gw dirasisin dilarang persekutuan doa acara noni resmi sekolah lingkungan rumah gw modelan rasi dendam oiya tuh gw dendam sklh tp skrg udh engga sahabat gw islam,Negatif
rezim islam radik tumbuh subur,Negatif
gerombolan binatang menggadaikan umat islam indonesia minmal umat nu gerombolan biadab zioni israel maklum sang ketum sdh kasih contoh bermearaan pimpinan zioni biadab israelheheh,Negatif
gak malu ya buzzer istana ngatangatain ani radik suka nyangkutin isu agama islam merekanya suka mengangkat isu agama kepentingan golongannya,Negatif
bali rasi mendiskrininasi umat islam,Negatif
qunut nazilah ni doa musuh islam parti nama sapa bangsa kafir munafik doa tu sal terasaaaaaa,Negatif
perbedaan mencolok radik extrimi sampah masyrakat foto berbeda organisasi islam foto umat ulah umat,Negatif
bawa narasi negara islam yg perang dll kea lu menstereotyp agama pengikut nya radik wkwkw coba lu orang afghan iran emg demen negara fasi agami w warga nya gamau tinggal negara wkwkwkwkw,Negatif
pasalnya dakwah masif salafiwahabi mengajarkan islam intoleran radik ekstrem berselisih masyarakat kehadirannya indonesia mengubah wajah islam ramah humani toleran damai agresif intoleran penuh kebencian,Negatif
bercadar ketemuan dgn ikhwan yg mahram nya ukhti kaffah ber islam joke asid setuju bercadar radik menutupin muka yg dianggap dgn fungsi jilbab nutupin rambut yg awutan,Positif
agama rasi yg pura pura toleransi tp sbnrnya memusnhkn umat islam agama kah tau,Negatif
radikalngakak bener bro semoga wara ya bro belajar islam pikirin yesu kalo saudaranya ngomongin yesu bilangin belajar islam islam indah pikiran mulut tindakan galak galak ya bro,Negatif
bumi inggri milik allah ditata beribadah kpd allah beribadah kpd allah orang kristen dihina orang yg masuk kristen muslim radik dihina orang yg masuk islam menyembah allah,Negatif
sant ajalah bro hadapi yg main stigma ude kenyang distigma terori kadrun anti nkri radik dst yg hr setor nyawa umat islam gak terintimidasi jalan aje terbukti yg capek die pade capek duit abi,Negatif
akun kafir biadab pembenc umat islam,Negatif
yg kafir yg udah dewasa menjatuhkan islam munafik biadab,Negatif
jgn dikasih hati kaum minorita dikampung kt yg mayorita islam manusia biadab takutnya anj hilang dipetkampungan kt jd kebun,Negatif
organisasi islam modern berkemajuan mandiri kaya raya tdk menjilat kekuasaan kiprahnya sgt terbuka humbl tdk bacot kosong radik radikul nkri harga matr pancasilai anggota amp simpatisannya kategori well educ peopl,Negatif
bahagia vanuatu klise bahagia krn terisolir dr pergaulan global indonesia rasi ya diperbaiki dijadikan alasan tantrum orang bali jga kena rasi islam radikali tp ga merta pengen pisah referendum etc sumbar pilpr jga tantrum tuh,Negatif
organisasi yg jualan isu radik radikul kodran kadrun isu wahabi proyek pemerintah memberanta organisasi yg rela tameng pemerintah kritikan umat islam jabatan dukungan finansi,Negatif
lu sj yg minggat digurun pasir israhel sonokn negara mayorita islamklo lu kafir sono gih minggat kenegara mayorita kafir yg lu maunegara gk butuh org yg rasi kyk lu,Negatif
mencakmencak radik razia suruh tutup festiv kulin berbeda orma mencakmencak heboh beda orma islam turun lokasi nutupin,Negatif
komentarmu rasi tolol islam will never ever coexist with those who are not islamthi is simpli a fact dah rasi kgk sadar dahlah bocil emg,Negatif
islam perintah quran membunuh kafir jg yg terpengaruh ayat alasan halal berjihad membubarkan ibadah agama dll dll setuju bro junjung nilai toleransi agama baiknya,Positif
lo pengen ceritanya lo nung arahkan pandangan rasakan pelan lubang pntat muncul sepertii air hangat coba cium gmna mencrettttt dungu kl lo islam nyinyirbiadab lo,Negatif
aturan utama islam ntuk jd radik aturan wawasan sempit pemikiran dangkal iq tdk berfungsi mental koarkoar lupa aturan krn yg utama tdk aturan aturan,Negatif
monster ibli syaitan dajjal laknatulloh antek antek yahudi zioni israel membunuh membantai rakyat palestina koum muslimin umat islam negeri palestina sungguh biadab keji sadi melukai hati nurani koum muslimin palestina,Negatif
dimatalu tuh jelek aja alia hatilu tuh gelapp islam kristenkatolik sisi buruknya antero dunia tp bodoh elu mlh radik tolol yg baek kgk lu liat kn abisni bilang yg baek ap emng hah dikit plingan dasar mata radik,Negatif
maklum malu islam takut dituduh radik,Negatif
omongan lu berlaku utk islam yg serang agama agama menyerang islam hni sebata tulisan alia debat islam dr menghina agama dgn terang pake muallaf dungu membacok org lg berdoa lbh biadab dr israel,Negatif
tp narasi loe jing foku selangkangan kafir macem loe kl utak atik ayat loe jadiin bhn mngehina islam ngomong kitab loe dah kgk loe baca buang aja bikin sumpek,Negatif
tujuan nya umat islam disibukkan urusan yg model gufron test dna habib pawang hujan rara radikalradikul tujuan adudomba umat biar lupa pergerakan nepotism yg masif,Negatif
analisa nggak ceritanya muhammadiyah nu kerjasama hti jamaah islamiyah gerakan radik islam mendingan hapu deh tweet dilaporin polisi menyebarkan fitnah,Negatif
ga mgkn kalo nama pribadi yg masuk akal kalo mengatasnamakan nu krn nu diken sbg orma islam terbesar indonesia yg umat muslimnya menentang tindakan biadab israel,Positif
bani neokhawarij cem habib bughot cem gini halnya takfiri bhkan lbh bahaya ktimbang kafir yg memerangi islamucapan bang h rhomairama adlh fakta seabsolut quran habib kek gini arogan radik bhkan sesadnasabhabaib nasabhabib nasabbaalawi,Negatif
gua benci bgt konten direpost li ttg umat islam umat kristen yg berantem bersatu lawan lgbt i mean ga bawa umat katolik dungu katolik mengajarkan membenc pendosa ditampar pipi kiri pipi kanan rasi mah aja,Negatif
hah gue akun gak hate speech mengkritik kelakuan radik immigr eropa emang dikritik gak dinormalkan yg hate speech si salwan mosab ye suka dehuman islam muslim as i mention mani time mosab islam,Negatif
islam damaiislam radik manusia yg hati menyikapi genosida palestina,Positif
oh pikir islam miskin gitu ga kaya oke orang rasi,Negatif
minor aja emg yg berhak divalidasi celana cingkrang bercadar aja yg dinyinyirin dikatain radik lu julidin agama islam nabi dihujat ped mah loncat pagar mulu pa dicount minor card mulu,Negatif
kelompok islam radik mempersekusi ibadah agama diband kelompok umat agama kesadaran umat muslim menghormati perayaan ibadah agama,Negatif
doy muslim mnista kristen agama kafir noni mnista islam toleransi adil om kau bilang ujaran kbencian wlaupun kawan mu sndr yg mlkukan kmu ga speak up menikmatinya,Negatif
pengungsian aja mrk bom bener biadab israhel amp knp pbb uni eropa oki liga arab amp negara islam membiarkan dgn dunia,Negatif
islam abangan diband islam syariah moderat radik alasannya kemampuan stand up abangan memilih syariat yg yg buruk yg dimiliki islam syariah,Negatif
ya gak papa krn dlm islam suruhan yg mahram jgn berdekatan tp ya jd concern mrk blm samp pencegahan sh tdk acknowledg sh jd anggepan org yg gak paham sprti pdhl gk hr mikir radik apalah jg sih,Negatif
agama rasi islam lihat timur kacau balau perang saudara perang suku dimana rusuh perbuatan yg salah mata dimata,Negatif
takp kafir jujur ambil rasuah melayu islam jujur amp ambil rasuah je yg tu jujur amp ambik rasuah,Negatif
belajar islam pastor tp dr orang islamnya langsung nih gua kasih gambaran bener nabi muhammad saw barangsiapa menyak kafir dzimmi nonmuslim yg berdamai rasulullah lawannya kiamat hr muslim,Positif
astaghfirullah org sdh meningg difitnah khawarij ajaran sesat musuh islam ajaran radik bnyk jahat allahulmustaan,Negatif
ulamanya gaya aslin goblok wahabi salafi radik hti selevel pki yg nyembah tukang mesum cebol ngaku turunan babi kacau islam sekt membumi konoha,Negatif
mufti dgn lembaga zakat ni org berilmu mat org munafik mcm kau dornag ckap perbuatan tu biadab maksudnya la sbb sbb nk hormat org yg tkleh tngok darah bnyak lgi sbbnya kau ni mcm org tkde agama dh tngok kau islam,Negatif
peranc rasi islam ga omongin,Negatif
biadab bener pake emosi gitu entu mahluk nyeritainnyemosi sake kagak ngehilangin situ islam gitu ya dikata sok ngerasa jd tuhan trustk for explain sist,Negatif
papua kaya sda rakyat nya melongo islam ri bikin bego ilmu tehnik kimia fisika kedokteran ilmu kafir hasilnya umat islam tertingg bidang,Negatif
dibala langsung juru play victim mayorita meninda minorita islam radik muslim barbar terori bla bla bla kaum kafir harbi indonesia,Negatif
emang biadab islam indonesia dibandingkan hindu india,Positif
agama manapun ndak yg ngajarin ngebom bray klo yg radik diajarkan si pembawanya islam budha kristen yaa maaf kalo sodara yg salah tafsir radik krn jg menyayangkan tsb,Positif
lagu kafir lagu pembuka album nile those whom the god detest lagu menuai kontroversi orang menganggap lagu penghinaan islam menganggapnya karya seni provokatif,Negatif
mend lu tobat kasian orang tua lu bg lu gay islam radik,Negatif
yg fahami dgn sbagian praktek keagamaan umat islammereka ttp berpegang perintah agama kitab sucinya dicap radik tlh liber memegang predikat muslim mjdi athei,Negatif
kafir,Negatif
rutinita gue dikantor adl mendengar nadia omara bercerita pa bgtt khalid bin walid amp ikrimah anaknya abu jahal kalo disatuin mantep bgtt medan perang kyknya pa kafir masuk islam,Positif
khalid bin walid pedang nya allah salah komandan kafir membunuh nabi muhammad perang uhud allah hidayah turn to islam komandan terkalahkan allahuakbar,Positif
ceramah radik somat felix cina siauw babi rizieq abu bakar baasyir tua bangka setan yg bikin ngebom bali samp x islam jahanam,Negatif
ak sbg muslim tidk claim orgbegini kek apasi anjirrrr org udh tulisanni nonhal ya bkn muslim bego rapuh kah imanmu samp gini doang saltyin org kek gini nih yg bikin islam mkin dipandang radik,Negatif
hei lu ga bangga ya dgn agama lu knp non islam hidup negara iniitu krn negara berdasarkan pancasila uud yg menjamin kemerdekaan org utk beribadah krn agama rasi biadab lu tolol,Negatif
mangkanya mikir org indo aja rasi parah india nyebut vrindavan sbg konotasi negatif vrindavan kota suci islam kayak mekah,Negatif
allah langsung azab salah negara suka rasi agama islam,Negatif
si gupron alia go porn destruktif radik militan ektrim kiri anti agama anti islam pancasila uhd wajibsegeraditangkapdandipenjarakandiselkhususrsjgrogol,Negatif
bang disetiap agama radikalism bang kristen radik contoh dibawah aja elu tinggal indonesia penganut ajaran islam terbesar ya radik orang islamnya menyalahkan agamanya,Positif
kelihatanya rekreasi islam sebata tempurung kelapa habi situ coba lihat eropa kejahatan persekusi radik tdk dengar yg membantai umat islam yg sholat jumat eropa umat islam,Negatif
membawa agama politik sanjung mengkafir kafirkan org normalisasi negara syariat islam bullshit isinya org beragama yg gila jabatan islam damai jgn propaganda dgn istilah radik,Negatif
buzzer bilek emang klo prabowo presiden jokowi parah apalgi tunggangi orma islam radik terori anti nkri,Negatif
gimana gak islamophobia eropa islam radik ekstremi amerika gak benci islam kejahatan imigran islam ileg eropa,Negatif
isi islam bang cuman salah pemahaman paham radik islam yg gak ajarkan kekerasan,Positif
dajjal kafir tdk perna memadamkan kebenaran islam,Positif
twit nyasar agama islam ga sadar kalo india agama yg islamphobia myanmar israel negara yg islamphobianya radik,Negatif
okt islam sedunia merayakan berhasilnya warga terori gaza menyiksa bakar hidup perkosa culik penggal bantai warga israel bayi ampanak perempuan orang muda orang tua sadi biadab bela kasihan,Negatif
akhirat pokoknya ku aduin penguasa dzalim allah pemimpin mensejahterakan rakyat bikin sengsara emg plg bener tuh diterapin hukum islam tp oknum bilang radik pdhl yaa takut aja dihukum mati yee,Negatif
unik ngelakuin riset pribadi kelompok radik islam indonesia relevansi kategori pelajar cenderung mudah terpengaruh sejarah terbentuknya indonesia tokohtokoh terlibat,Positif
radik ngebom radik sikap intoler agama contoh radik picik aja agama indo kristen radik islam radik same shit differ toilet perbanyak literasi,Negatif
dagestan upaya mempersepsikannya daerah islam radik veteran perang wwii dagestan moscow dikirim medan perang penghargaan nasionalismenya upaya memecah rusia santer terdengar ukraina fakta,Negatif
benci islam tp pa jabatan or pilkada mendadak cinta islam lupa radik radikul skrg yg dulunya benci habib rizieq mendadak cinta klw munafik jahat klw tempatnya didasar neraka,Negatif
okt gaza tenang damai warga terori gaza membantai anak muda remaja israel terori gaza menembak mati gadi remaja jarak nol mohon bela kasihan sadi biadab islam sedunia merayakannya,Negatif
menyimpang ajaran islam aj tabiasa aj ta koq ngeringeri mah korban kebiadaban naziisrael tabiadab bangetbayi palestina bominemang pengecut naziisrael,Negatif
tetep salah si even maksud islam tetep rasi agama bodo eek,Negatif
agama islam yg konkret sejatinya dihayati pemeluknya dgn akal akhlak yg yg menebarkan semangat islam yg rahmatan lil alamin yg radik ekstrem umat islam waspada amp berhati dlm mencari tontonan dakwah platform digit,Positif
anj kafir sllu kelaparan miskin amit hiduplo bertahan agamalo yg bikin lo kelaparan awa ntar bundir masuk islam berkecukupan berdoa cepat kaya dikabulkan secepatnya gk usik agama ngiri dengki ciri orang yg kelaparan,Negatif
terkuak fakta admin indosarang pekerja korea sayangkan aksi rasi lecehkan agama islam terancam ditutup,Negatif
radik meneror intimidasi moderat meneror toa jauhi deh orma islam radik moderat mengklaim nkri jauhi ulama moderat radik kondisi,Negatif
bangsat pembenc islam provok rasi ambil sepotong baca lengkap dr media yg potong judulnya dasar bangsat biadab,Positif
radikalism musuh musuh islam non islam golongan menyingkirkan ideolog radik membahayakan nkri,Positif
mrk menciptakan isu terori mrk memfitnah org islam yg pro pd pemikiran hr ulama yg dianggap radik amp dituduh sbg terori alasannya krn beba berbuat maksiat hr amp ulama,Negatif
hati islam mohderat udah radik skrang bicaranya proyek duit skrang,Negatif
cepat habi hama cepat rekonsiliasi pemulihan perdamaina hama habi tinggal hizbulloh pokoknya penganut islam radik basmi biar islam tercoreng exstrimi yng merusak nama islam,Negatif
lu jng paksakan arti toleran dg pansangan agama lugw paham toleran dieropa tdk yg namaya pembakan merobek menginjak injak kitab injil mulim tp eropa msh ditemukan rasi islampaham lu,Negatif
kayak gini statmen anti agama dn ulama sj spt era an spt pki klo skrg neo komuni athei brlagak pncasila tp bkn org pncasila penggali pancasila dlm sidang bpuki adlah tokoh islam pancasila tegak ga manusia antek rasi spt ngr aman,Negatif
kau la smpai ni tk fham ii sbb hati kau dh hitam dgn ajaran sesat kau tu kau bodoh tk fham bnyak sbb mufti dgn lembaga zakat ckap perbuatan tu biadab bab psal org tkut darah tu salah nye bebal nya kau ni islam tk ni lmao,Negatif
kalo lu maksa boycot tanggung karyawan yg kerja disana loh org islam disana gw bilang kaya gini karna gw tau lu rasi dah minim buka lapangan kerja deh dripada boycot doang tpi ga tanggung,Negatif
himbau umat islam indonesia bali mayorita manusia rasi pembenc islam pilihan daerah wisata bali lombok masyarakatnya mayorita islam,Negatif
orang islam makan kosher food penganut yudaism makan halal food kosher komplek halal gak kebayang oten radik hidup side by side pemeluk yudaism halal food aja udah kejang penuh kebencian sg,Negatif
sih emang jurnali propagandist islam hama radik islam anggap jujur independ berpihak super naif idioci jurnali aljazera terlibat sembunyikan sandera israel,Negatif
untung islam ngajarin kalo perempuan laki setara yg ngebedain cuman tingkat keimanannya alhamdulillah keyakinan ga rasi berat sebelah kek sad truth yg udah dijelasin,Positif
heii oten emang kafir kalo hidup islam haram dibunuh klo yahudi penyembah berhala dipancung,Positif
islam tk ajar bersikap biadab dgn org sdgkn isteri rasulullah masak n suruh komen masakan rasulullah tk cakap pape sedap suruh isteri betapa jaga menyak hati isteri papepun anon padanmuka mak u,Positif
